Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
Not Specified,0.05,320.64,29.2,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,21-10-2012,22-10-2012,1408.088,49,12702.85
High,0.08,21.38,8.99,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Rewa,West,India,21-10-2012,21-10-2012,-68.592,61,1289.52
High,0.04,22.98,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,West Bengal,Tamluk,East,India,21-10-2012,23-10-2012,49.1648,7,160.61
Low,0.1,32.98,5.5,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Faizabad,North,India,21-10-2012,23-10-2012,-628.04,20,614.13
High,0.07,65.99,3.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Gujarat,Rajkot,West,India,25-10-2012,26-10-2012,248.95476,13,732.4
High,0.1,2.88,0.99,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Chhindwara,West,India,26-10-2012,27-10-2012,-11.06,14,37.87
High,0.05,3.75,7.5,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Karnataka,Koppal,South,India,26-10-2012,29-10-2012,-75.95,9,35.62
Critical,0.0001,8.09,7.96,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Kerala,Trichur,South,India,26-10-2012,26-10-2012,-171.2664,23,204.57
Critical,0.06,14.2,5.3,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Kerala,Trichur,South,India,26-10-2012,28-10-2012,33.4144,11,161.11
High,0.08,31.74,12.62,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Tamil Nadu,Cuddalore,South,India,28-10-2012,01-11-2012,201.51358,24,742.04
High,0.04,9.49,5.76,Regular Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Medium Box,Maharashtra,Nandurbar,West,India,28-10-2012,29-10-2012,-29.888676,1,12.54
Not Specified,0.03,40.97,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Bihar,Muzaffarpur,North,India,28-10-2012,29-10-2012,-153.1838,5,214.6
Low,0.06,35.99,1.25,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Uttar Pradesh,Machhlishahr,North,India,29-10-2012,03-11-2012,250.914,11,319.48
High,0.09,4.98,4.86,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Chandrapur,West,India,30-10-2012,30-10-2012,-22.3452,4,21.65
High,0.03,5.78,5.37,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Chandrapur,West,India,30-10-2012,01-11-2012,-15.7248,3,20.85
High,0.08,2.62,0.8,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Punjab,Hoshiarpur,West,India,30-10-2012,03-11-2012,-158.312,13,33.3
High,0.05,33.89,5.1,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Punjab,Hoshiarpur,West,India,30-10-2012,30-10-2012,1055.832,4,138.78
Medium,0.09,65.99,5.63,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Thanjavur,South,India,30-10-2012,01-11-2012,274.34952,16,851.68
High,0.0001,6.48,5.84,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Jhanjharpur,North,India,31-10-2012,02-11-2012,-79.6005,59,393.81
High,0.0001,120.98,30,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Rajasthan,Bhilwara,West,India,01-11-2012,02-11-2012,139.4646,31,4076.24
High,0.1,209.84,21.21,Regular Air,Personel Usage,Preserved Food,Marmalade,Large Box,Rajasthan,Bhilwara,West,India,01-11-2012,02-11-2012,866.0106,12,2329.77
Not Specified,0.07,14.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Orissa,Sundargarh,East,India,02-11-2012,04-11-2012,98.032,18,251.37
Critical,0.02,296.18,54.12,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Bihar,Buxar,North,India,02-11-2012,03-11-2012,1537.074,26,6497.47
Critical,0.08,58.14,36.61,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Indore,West,India,02-11-2012,04-11-2012,70.302,16,955.12
Not Specified,0.01,39.98,9.2,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Wrap Bag,Rajasthan,Jaipur,West,India,03-11-2012,05-11-2012,8.676,9,381.56
Critical,0.07,40.99,8.97,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Small Box,Rajasthan,Ajmer,West,India,03-11-2012,04-11-2012,10.23642,11,431.11
Critical,0.05,150.98,16.01,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Unnao,North,India,03-11-2012,04-11-2012,770,19,2875.28
Not Specified,0.09,45.99,4.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Sivaganga,South,India,05-11-2012,06-11-2012,24.1868,8,299.74
Not Specified,0.09,4.18,6.92,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,West Bengal,Bankura,East,India,05-11-2012,07-11-2012,-483.504,9,43.2
Critical,0.08,7.7,3.68,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Tamil Nadu,Sivaganga,South,India,06-11-2012,07-11-2012,3.328,17,129.57
High,0.01,162.93,19.99,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Ghaziabad,North,India,07-11-2012,08-11-2012,3081.02,139,23161.2
High,0.01,162.93,19.99,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Chandauli,North,India,07-11-2012,08-11-2012,4024.0524,35,5831.96
High,0.09,20.89,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Orissa,Sundargarh,East,India,07-11-2012,10-11-2012,326.216,27,520.08
Critical,0.03,4.82,5.72,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Madhya Pradesh,Damoh,West,India,10-11-2012,11-11-2012,28.848,37,179.64
Critical,0.01,128.24,12.65,Express Air,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Medium Box,Punjab,Bathinda,West,India,12-11-2012,13-11-2012,3498.2034,39,5069.86
High,0.06,6.3,0.5,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Punjab,Bathinda,West,India,12-11-2012,14-11-2012,103.9485,24,150.65
High,0.01,1.76,0.7,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,13-11-2012,14-11-2012,-1.23,95,167.91
Not Specified,0.07,45.99,4.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Rewa,West,India,13-11-2012,15-11-2012,-107.503,37,1359.41
Low,0.06,6.24,5.22,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Uttar Pradesh,Farrukhabad,North,India,14-11-2012,14-11-2012,6.994,14,86.42
Low,0.06,400.97,14.7,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Hardoi,North,India,15-11-2012,15-11-2012,-21.098,25,9517.03
Low,0.07,217.85,29.1,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Hardoi,North,India,15-11-2012,19-11-2012,1.4586,26,4318.55
Medium,0.05,205.99,2.5,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Rajahmundry,South,India,16-11-2012,16-11-2012,914.076,7,1210.93
Low,0.08,599.99,24.49,Regular Air,Hotels / Hospitals,Canned Foods,Wild Berry,Large Box,Madhya Pradesh,Morena,West,India,16-11-2012,23-11-2012,119.442,14,8346.1
Low,0.08,40.97,14.45,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Morena,West,India,16-11-2012,18-11-2012,239.03,39,1496.96
High,0.01,6.48,6,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Morena,West,India,16-11-2012,20-11-2012,9.92,20,136.09
High,0.07,4.98,4.72,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Hindupur,South,India,16-11-2012,18-11-2012,16.852,36,170.78
Not Specified,0.01,195.99,4.2,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Hindupur,South,India,16-11-2012,18-11-2012,160.1776,3,504.67
Critical,0.09,115.99,5.92,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Rajasthan,Bharatpur,West,India,17-11-2012,18-11-2012,-29.96,22,2013.28
High,0.02,30.98,17.08,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Jhanjharpur,North,India,18-11-2012,20-11-2012,-9.3366,65,2103.64
Not Specified,0.06,12.64,4.98,Express Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Bihar,Purnia,North,India,18-11-2012,19-11-2012,-6.8586,41,529.78
Not Specified,0.06,22.24,1.99,Express Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Karnataka,Tumkur,South,India,18-11-2012,20-11-2012,239.4231,15,346.99
Medium,0.0001,53.98,5.5,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Gujarat,Surendranagar,West,India,18-11-2012,21-11-2012,598.18,25,1394.72
High,0.03,70.97,3.5,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Rewa,West,India,19-11-2012,21-11-2012,408.73,71,5083.23
Low,0.02,8.32,2.38,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,19-11-2012,23-11-2012,-31.2,3,31.86
Low,0.1,49.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,19-11-2012,21-11-2012,-37.19,170,7945.9
Low,0.03,880.98,44.55,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Rewa,West,India,19-11-2012,24-11-2012,7497.55,116,100119.16
High,0.06,6.48,8.19,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Banka,North,India,19-11-2012,21-11-2012,-2609.712,12,80.85
High,0.03,20.99,4.81,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Medium Box,Bihar,Banka,North,India,19-11-2012,20-11-2012,-0.434,26,480.51
High,0.09,6.48,9.68,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Gaya,North,India,19-11-2012,21-11-2012,15.864,14,94.66
High,0.03,70.97,3.5,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Chhattisgarh,Bilaspur,North,India,19-11-2012,21-11-2012,396.036,18,1288.71
Low,0.02,8.32,2.38,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Chhattisgarh,Bilaspur,North,India,19-11-2012,23-11-2012,893.9754,1,10.62
Low,0.1,49.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Chhattisgarh,Bilaspur,North,India,19-11-2012,21-11-2012,25.734,43,2009.85
High,0.1,15.74,1.39,Express Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Maharashtra,Raver,West,India,20-11-2012,21-11-2012,193.728,16,257.41
Medium,0.08,46.94,6.77,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,Maharashtra,Raver,West,India,20-11-2012,21-11-2012,99.819,35,1623.05
High,0.07,3.81,4.83,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Lucknow,North,India,21-11-2012,23-11-2012,21.1669,28,106.29
High,0.03,2.08,5.33,Express Air,Personel Usage,Preserved Food,Marmalade,Small Box,Maharashtra,Pune,West,India,21-11-2012,23-11-2012,1529.6418,34,86.83
High,0.1,30.56,2.99,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Bijnor,North,India,21-11-2012,22-11-2012,62.3458,5,147.15
Not Specified,0.0001,73.98,12.14,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Bijnor,North,India,21-11-2012,22-11-2012,34.732,13,972.26
High,0.05,7.3,7.72,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Samastipur,North,India,22-11-2012,23-11-2012,253.338,32,230.64
High,0.0001,6.81,5.48,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Karnataka,Mysore,South,India,22-11-2012,24-11-2012,-312.9,13,93.28
High,0.06,22.98,4.5,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Maharashtra,Ramtek,West,India,24-11-2012,25-11-2012,576.114,42,983.69
High,0.1,1.76,0.7,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Surat,West,India,25-11-2012,29-11-2012,10.29,20,33.53
Not Specified,0.0001,6783.02,24.49,Regular Air,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Large Box,Haryana,Karnal,North,India,27-11-2012,28-11-2012,2396.87958,3,21366.51
High,0.02,9.27,4.39,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Jharkhand,Dumka,North,India,27-11-2012,29-11-2012,71.434,29,272.98
High,0.03,6.68,6.15,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Dumka,North,India,27-11-2012,29-11-2012,5.65,10,73.81
High,0.1,5.78,5.67,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Karnataka,Kolar,South,India,27-11-2012,30-11-2012,7.67,11,62.59
Critical,0.03,9.65,6.22,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Gujarat,Rajkot,West,India,28-11-2012,29-11-2012,2.596,3,39.32
High,0.08,5.58,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Rajkot,West,India,28-11-2012,30-11-2012,107.91,41,217.39
Medium,0.08,18.7,8.99,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Tamil Nadu,Tirunelveli,South,India,29-11-2012,01-12-2012,115.126,11,208.2
High,0.05,1.68,1.57,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Tamil Nadu,Tirunelveli,South,India,29-11-2012,01-12-2012,5.104,21,35.17
Low,0.03,65.99,8.99,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Bihar,Jhanjharpur,North,India,03-12-2012,07-12-2012,-181.00236,22,1234.44
Low,0.03,65.99,5.92,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Bijnor,North,India,03-12-2012,10-12-2012,671.8599,17,973.71
High,0.03,2.08,1.49,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Bhagalpur,North,India,03-12-2012,05-12-2012,68.412,4,8.92
High,0.0001,2.18,7.09,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Bihar,Bhagalpur,North,India,03-12-2012,12-12-2012,-114.646,9,23.56
Not Specified,0.09,205.99,2.5,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Karnataka,Bijapur,South,India,04-12-2012,06-12-2012,45.18,19,3118.15
High,0.02,4.2,2.26,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Gujarat,Dahod,West,India,05-12-2012,12-12-2012,-18.172,13,59.22
High,0.09,95.99,35,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Large Box,Madhya Pradesh,Rewa,West,India,06-12-2012,08-12-2012,-505.69,36,3466.2
Low,0.02,125.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Rewa,West,India,06-12-2012,06-12-2012,900.414,62,6897.29
High,0.06,13.4,4.95,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Misrikh,North,India,06-12-2012,08-12-2012,91.3146,10,132.34
High,0.06,24.92,12.98,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,07-12-2012,09-12-2012,-41.561,2,72.8
High,0.04,4.98,0.8,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Rewa,West,India,07-12-2012,09-12-2012,73.05,72,352.7
High,0.03,7.68,6.16,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Chhattisgarh,Durg,North,India,07-12-2012,11-12-2012,-41.47475,23,174.49
High,0.05,60.97,4.5,Express Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Jammu And Kashmir,Srinagar,North,India,08-12-2012,10-12-2012,8.226,14,858.94
High,0.09,65.99,2.5,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Jammu And Kashmir,Srinagar,North,India,08-12-2012,09-12-2012,135.978,19,989.22
Medium,0.1,8.12,2.83,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Haryana,Rohtak,North,India,09-12-2012,09-12-2012,-49.51,18,134.28
High,0.01,4.48,49,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Large Box,Madhya Pradesh,Rewa,West,India,10-12-2012,11-12-2012,-893.39,40,280.74
Not Specified,0.02,130.98,30,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,10-12-2012,12-12-2012,-287.62,90,11843.48
Not Specified,0.09,15.98,6.5,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,10-12-2012,12-12-2012,-52.44,8,136.32
Low,0.02,31.76,45.51,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Aonla,North,India,10-12-2012,15-12-2012,-730.385,23,619.94
High,0.06,350.98,30,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Baghpat,North,India,10-12-2012,11-12-2012,2863.545,12,4291.43
High,0.01,6.68,5.2,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Chatra,North,India,10-12-2012,10-12-2012,-181.39674,3,24.03
High,0.03,10.89,4.5,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,West Bengal,Asansol,East,India,11-12-2012,11-12-2012,-13.165,13,139.66
High,0.06,50.98,22.24,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Large Box,West Bengal,Asansol,East,India,11-12-2012,12-12-2012,113.04,13,640.33
High,0.06,16.91,6.25,Express Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Orissa,Bhadrak,East,India,12-12-2012,13-12-2012,-950.6621124,11,182.35
Medium,0.0001,4.89,4.93,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Punjab,Ludhiana,West,India,12-12-2012,14-12-2012,250.1928,8,43.15
High,0.01,6.48,8.74,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Khajuraho,West,India,13-12-2012,15-12-2012,-62.8,15,107.83
High,0.0001,5.28,8.16,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Assam,Abhayapuri,East,India,15-12-2012,16-12-2012,-89.98,20,118.57
Medium,0.08,95.95,74.35,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Gujarat,Gandhinagar,West,India,15-12-2012,16-12-2012,246.66,11,1068.22
High,0.04,7.38,11.51,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Haryana,Faridabad,North,India,16-12-2012,16-12-2012,49.6908,21,156.03
High,0.0001,120.33,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Firozabad,North,India,17-12-2012,18-12-2012,-9.5473,17,2076.06
Not Specified,0.08,39.98,9.2,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Wrap Bag,West Bengal,Jalpaiguri,East,India,17-12-2012,19-12-2012,303.705,17,661.29
High,0.02,5.84,1.2,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Jalpaiguri,East,India,17-12-2012,19-12-2012,51.36,14,84.73
High,0.0001,7.38,11.51,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Amroha,North,India,17-12-2012,18-12-2012,-167.8425,22,173.1
Critical,0.08,20.24,8.99,Express Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Amroha,North,India,17-12-2012,19-12-2012,-3.74,2,42.98
High,0.07,12.44,6.27,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Medium Box,Uttar Pradesh,Amroha,North,India,17-12-2012,19-12-2012,-35.215,20,243.86
High,0.04,4.91,0.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Maharashtra,Dhule,West,India,17-12-2012,18-12-2012,-25.242,18,89.08
High,0.04,9.27,4.39,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Bihar,Aurangabad,North,India,18-12-2012,18-12-2012,14.445,7,69.48
Medium,0.01,155.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Bihar,Aurangabad,North,India,18-12-2012,19-12-2012,1959.1032,21,2839.28
High,0.01,7.38,11.51,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,West Bengal,Baharampur,East,India,18-12-2012,19-12-2012,19.482,20,157.73
High,0.1,3.71,1.93,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,West Bengal,Baharampur,East,India,18-12-2012,20-12-2012,690.198,8,30.01
High,0.01,150.98,16.01,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,West Bengal,Baharampur,East,India,18-12-2012,20-12-2012,-475.93,25,3782.29
High,0.1,9.11,2.15,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Maharashtra,Jalna,West,India,18-12-2012,19-12-2012,-230.888,1,10.59
Medium,0.1,70.89,89.3,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Ghaziabad,North,India,19-12-2012,19-12-2012,54.23085,74,5277.58
High,0.06,21.38,8.99,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Kerala,Kozhikode,South,India,19-12-2012,20-12-2012,-23.415,5,105.99
Critical,0.05,15.23,27.75,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,20-12-2012,22-12-2012,11.65095,70,1078.42
High,0.01,15.04,1.97,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,20-12-2012,20-12-2012,327.45,94,1451.6
High,0.07,7.31,0.5,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Jammu And Kashmir,Srinagar,North,India,20-12-2012,22-12-2012,19.482,5,35.01
High,0.0001,2.78,1.34,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Bijnor,North,India,21-12-2012,23-12-2012,17.115,19,57.72
Medium,0.01,100.98,45,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,25-12-2012,27-12-2012,-593.8,90,9537.18
High,0.08,3.75,0.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Rewa,West,India,25-12-2012,27-12-2012,47.98,66,235.54
Medium,0.01,100.98,45,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Uttar Pradesh,Etawah,North,India,25-12-2012,27-12-2012,-296.9,23,2437.28
High,0.08,3.75,0.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Etawah,North,India,25-12-2012,27-12-2012,41.8623,17,60.67
High,0.0001,3.69,0.5,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Gujarat,Surat,West,India,25-12-2012,26-12-2012,-34.937,21,87.49
